Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total,Team,Season,GameNum,GameNumBand,HorA
"Feb 23, 2021",vs Sacramento,REG,W,127-118,W,-5.5,O,241.5,BRK,2021,33,<=40,Home
"Feb 25, 2021",vs Orlando,REG,W,129-92,W,-8.5,U,229.5,BRK,2021,34,<=40,Home
"Feb 27, 2021",vs Dallas,REG,L,115-98,L,-1.0,U,233.5,BRK,2021,35,<=40,Home
"Mar 11, 2021",vs Boston,REG,W,121-109,W,-2.5,U,232.0,BRK,2021,38,<=40,Home
"Mar 13, 2021",vs Detroit,REG,W,100-95,L,-11.0,U,225.5,BRK,2021,39,<=40,Home
"Mar 15, 2021",vs New York,REG,W,117-112,L,-8.5,O,223.5,BRK,2021,40,<=40,Home
"Mar 21, 2021",vs Washington,REG,W,113-106,L,-9.0,U,248.5,BRK,2021,43,>40,Home
"Mar 29, 2021",vs Minnesota,REG,W,112-107,L,-10.5,U,239.5,BRK,2021,47,>40,Home
"Mar 31, 2021",vs Houston,REG,W,120-108,L,-12.5,U,229.0,BRK,2021,48,>40,Home
"Apr 1, 2021",vs Charlotte,REG,W,111-89,W,-2.5,U,223.5,BRK,2021,49,>40,Home
"Apr 5, 2021",vs New York,REG,W,114-112,L,-6.0,O,217.5,BRK,2021,51,>40,Home
"Apr 7, 2021",vs New Orleans,REG,W,139-111,W,-8.5,O,233.5,BRK,2021,52,>40,Home
"Apr 10, 2021",vs LA Lakers,REG,L,126-101,L,-11.5,O,222.5,BRK,2021,53,>40,Home
"Apr 16, 2021",vs Charlotte,REG,W,130-115,W,-12.0,O,224.0,BRK,2021,56,>40,Home
"Apr 23, 2021",vs Boston,REG,W,109-104,W,-3.5,U,224.5,BRK,2021,60,>40,Home
"Apr 25, 2021",vs Phoenix,REG,W,128-119,W,-1.0,O,231.0,BRK,2021,61,>40,Home
"Apr 30, 2021",vs Portland,REG,L,128-109,L,3.0,U,241.5,BRK,2021,64,>40,Home
"May 12, 2021",vs San Antonio,REG,W,128-116,W,-5.0,O,233.0,BRK,2021,70,>40,Home
"May 15, 2021",vs Chicago,REG,W,105-91,W,-11.0,U,231.5,BRK,2021,71,>40,Home
"May 16, 2021",vs Cleveland,REG,W,123-109,W,-13.0,O,225.5,BRK,2021,72,>40,Home
"May 22, 2021",vs Boston,PST,W,104-93,W,-8.0,U,233.0,BRK,2021,73,>40,Home
"May 25, 2021",vs Boston,PST,W,130-108,W,-9.0,O,228.0,BRK,2021,74,>40,Home
"Jun 1, 2021",vs Boston,PST,W,123-109,W,-12.5,U,234.5,BRK,2021,77,>40,Home
"Jun 5, 2021",vs Milwaukee,PST,W,115-107,W,-3.5,U,239.5,BRK,2021,78,>40,Home
"Jun 7, 2021",vs Milwaukee,PST,W,125-86,W,1.5,U,238.0,BRK,2021,79,>40,Home
"Jun 15, 2021",vs Milwaukee,PST,W,114-108,W,1.0,P,222.0,BRK,2021,82,>40,Home
"Jun 19, 2021",vs Milwaukee,PST,L,115-111,L,-2.0,O,215.5,BRK,2021,84,>40,Home
"Dec 23, 2020",vs Atlanta,REG,L,124-104,L,2.0,U,234.0,CHI,2021,1,<=10,Home
"Dec 26, 2020",vs Indiana,REG,L,125-106,L,6.0,O,223.5,CHI,2021,2,<=10,Home
"Dec 27, 2020",vs Golden State,REG,L,129-128,W,3.5,O,229.5,CHI,2021,3,<=10,Home
"Jan 3, 2021",vs Dallas,REG,W,118-108,W,4.0,O,222.5,CHI,2021,7,<=10,Home
"Jan 18, 2021",vs Houston,REG,W,125-120,W,2.0,O,225.0,CHI,2021,14,<=25,Home
"Jan 23, 2021",vs LA Lakers,REG,L,101-90,L,10.0,U,227.0,CHI,2021,16,<=25,Home
"Jan 25, 2021",vs Boston,REG,L,119-103,L,3.5,U,227.5,CHI,2021,17,<=25,Home
"Jan 30, 2021",vs Portland,REG,L,123-122,L,-1.5,O,233.0,CHI,2021,18,<=25,Home
"Feb 1, 2021",vs New York,REG,W,110-102,W,-3.5,U,217.0,CHI,2021,19,<=25,Home
"Feb 3, 2021",vs New York,REG,L,107-103,L,-1.5,U,218.0,CHI,2021,20,<=25,Home
"Feb 8, 2021",vs Washington,REG,L,105-101,L,-4.5,U,237.0,CHI,2021,23,<=25,Home
"Feb 10, 2021",vs New Orleans,REG,W,129-116,W,2.5,O,230.0,CHI,2021,24,<=25,Home
"Feb 12, 2021",vs LA Clippers,REG,L,125-106,L,7.5,O,225.5,CHI,2021,25,<=25,Home
"Feb 17, 2021",vs Detroit,REG,W,105-102,P,-3.0,U,219.5,CHI,2021,27,<=40,Home
"Feb 20, 2021",vs Sacramento,REG,W,122-114,W,1.0,O,235.5,CHI,2021,29,<=40,Home
"Feb 24, 2021",vs Minnesota,REG,W,133-126,W,-4.5,O,229.0,CHI,2021,31,<=40,Home
"Feb 26, 2021",vs Phoenix,REG,L,106-97,L,6.5,U,226.0,CHI,2021,32,<=40,Home
"Mar 1, 2021",vs Denver,REG,L,118-112,L,4.5,O,225.0,CHI,2021,33,<=40,Home
"Mar 11, 2021",vs Philadelphia,REG,L,127-105,L,-3.5,O,229.0,CHI,2021,35,<=40,Home
"Mar 12, 2021",vs Miami,REG,L,101-90,L,2.0,U,222.5,CHI,2021,36,<=40,Home
"Mar 14, 2021",vs Toronto,REG,W,118-95,W,-3.5,U,229.0,CHI,2021,37,<=40,Home
"Mar 16, 2021",vs Oklahoma City,REG,W,123-102,W,-7.0,U,227.5,CHI,2021,38,<=40,Home
"Mar 17, 2021",vs San Antonio,REG,L,106-99,L,-1.5,U,223.0,CHI,2021,39,<=40,Home
"Mar 22, 2021",vs Utah,REG,L,120-95,L,9.5,U,227.5,CHI,2021,42,>40,Home
"Mar 24, 2021",vs Cleveland,REG,L,103-94,L,-7.5,U,214.0,CHI,2021,43,>40,Home
"Apr 4, 2021",vs Brooklyn,REG,W,115-107,W,2.5,U,224.0,CHI,2021,48,>40,Home
"Apr 14, 2021",vs Orlando,REG,L,115-106,L,-9.5,O,214.0,CHI,2021,54,>40,Home
"Apr 16, 2021",vs Memphis,REG,L,126-115,L,3.5,O,219.5,CHI,2021,55,>40,Home
"Apr 17, 2021",vs Cleveland,REG,W,106-96,W,-3.0,U,212.5,CHI,2021,56,>40,Home
"Apr 22, 2021",vs Charlotte,REG,W,108-91,W,-1.0,U,210.5,CHI,2021,59,>40,Home
"Apr 30, 2021",vs Milwaukee,REG,L,108-98,L,1.5,U,223.0,CHI,2021,63,>40,Home
"May 3, 2021",vs Philadelphia,REG,L,106-94,L,7.5,U,210.5,CHI,2021,65,>40,Home
"May 7, 2021",vs Boston,REG,W,121-99,W,4.0,U,226.0,CHI,2021,67,>40,Home
"May 11, 2021",vs Brooklyn,REG,L,115-107,L,4.5,U,234.5,CHI,2021,69,>40,Home
"May 13, 2021",vs Toronto,REG,W,114-102,W,-10.5,U,216.5,CHI,2021,70,>40,Home
"May 16, 2021",vs Milwaukee,REG,W,118-112,W,7.0,O,224.5,CHI,2021,72,>40,Home
"Dec 26, 2020",vs Oklahoma City,REG,L,109-107,L,-3.0,U,219.5,CHO,2021,2,<=10,Home
"Dec 27, 2020",vs Brooklyn,REG,W,106-104,W,11.5,U,233.0,CHO,2021,3,<=10,Home
"Jan 1, 2021",vs Memphis,REG,L,108-93,L,-4.5,U,220.0,CHO,2021,5,<=10,Home
"Jan 9, 2021",vs Atlanta,REG,W,113-105,W,5.0,U,229.0,CHO,2021,10,<=10,Home
"Jan 11, 2021",vs New York,REG,W,109-88,W,-5.0,U,212.0,CHO,2021,11,<=25,Home
"Jan 13, 2021",vs Dallas,REG,L,104-93,L,3.0,U,220.5,CHO,2021,12,<=25,Home
"Jan 22, 2021",vs Chicago,REG,L,123-110,L,-3.0,O,228.5,CHO,2021,15,<=25,Home
"Jan 27, 2021",vs Indiana,REG,L,116-106,L,3.0,O,221.5,CHO,2021,18,<=25,Home
"Jan 29, 2021",vs Indiana,REG,W,108-105,W,3.5,U,221.5,CHO,2021,19,<=25,Home
"Jan 30, 2021",vs Milwaukee,REG,W,126-114,W,9.0,O,230.0,CHO,2021,20,<=25,Home
"Feb 3, 2021",vs Philadelphia,REG,L,118-111,P,7.0,O,225.5,CHO,2021,22,<=25,Home
"Feb 5, 2021",vs Utah,REG,L,138-121,L,8.5,O,224.5,CHO,2021,23,<=25,Home
"Feb 7, 2021",vs Washington,REG,W,119-97,W,1.0,U,237.5,CHO,2021,24,<=25,Home
"Feb 8, 2021",vs Houston,REG,W,119-94,W,1.5,U,219.5,CHO,2021,25,<=25,Home
"Feb 12, 2021",vs Minnesota,REG,W,120-114,W,-2.5,O,230.0,CHO,2021,27,<=40,Home
"Feb 14, 2021",vs San Antonio,REG,L,122-110,L,4.0,O,226.5,CHO,2021,28,<=40,Home
"Feb 20, 2021",vs Golden State,REG,W,102-100,W,2.5,U,234.0,CHO,2021,29,<=40,Home
"Mar 11, 2021",vs Detroit,REG,W,105-102,L,-4.5,U,225.5,CHO,2021,36,<=40,Home
"Mar 13, 2021",vs Toronto,REG,W,114-104,W,-2.5,U,234.0,CHO,2021,37,<=40,Home
"Mar 15, 2021",vs Sacramento,REG,W,122-116,W,-3.5,U,240.0,CHO,2021,38,<=40,Home
"Mar 26, 2021",vs Miami,REG,W,110-105,W,2.0,O,213.5,CHO,2021,44,>40,Home
"Mar 28, 2021",vs Phoenix,REG,L,101-97,W,6.5,U,219.0,CHO,2021,45,>40,Home
"Apr 11, 2021",vs Atlanta,REG,L,105-101,L,-2.5,U,213.5,CHO,2021,52,>40,Home
"Apr 13, 2021",vs LA Lakers,REG,L,101-93,L,1.5,U,206.5,CHO,2021,53,>40,Home
"Apr 14, 2021",vs Cleveland,REG,L,103-90,L,-3.0,U,210.5,CHO,2021,54,>40,Home
"Apr 18, 2021",vs Portland,REG,W,109-101,W,4.5,U,216.5,CHO,2021,56,>40,Home
"Apr 23, 2021",vs Cleveland,REG,W,108-102,W,-1.0,U,211.0,CHO,2021,59,>40,Home
"Apr 25, 2021",vs Boston,REG,W,125-104,W,8.0,O,211.5,CHO,2021,60,>40,Home
"Apr 27, 2021",vs Milwaukee,REG,L,114-104,L,9.5,U,225.5,CHO,2021,61,>40,Home
"May 1, 2021",vs Detroit,REG,W,107-94,W,-8.0,U,216.5,CHO,2021,63,>40,Home
"May 2, 2021",vs Miami,REG,L,121-111,L,5.5,O,213.0,CHO,2021,64,>40,Home
"May 6, 2021",vs Chicago,REG,L,120-99,L,4.5,O,218.5,CHO,2021,66,>40,Home
"May 7, 2021",vs Orlando,REG,W,122-112,W,-7.5,O,214.0,CHO,2021,67,>40,Home
"May 9, 2021",vs New Orleans,REG,L,112-110,L,-3.0,U,224.0,CHO,2021,68,>40,Home
"May 11, 2021",vs Denver,REG,L,117-112,W,6.0,O,223.5,CHO,2021,69,>40,Home
"May 13, 2021",vs LA Clippers,REG,L,113-90,L,8.5,U,220.5,CHO,2021,70,>40,Home
"Dec 23, 2020",vs Charlotte,REG,W,121-114,W,3.0,O,217.0,CLE,2021,1,<=10,Home
"Dec 27, 2020",vs Philadelphia,REG,W,118-94,W,6.0,U,218.0,CLE,2021,3,<=10,Home
"Dec 29, 2020",vs New York,REG,L,95-86,L,-3.5,U,216.0,CLE,2021,4,<=10,Home
"Jan 11, 2021",vs Memphis,REG,L,101-91,L,2.0,U,206.5,CLE,2021,11,<=25,Home
"Jan 12, 2021",vs Utah,REG,L,117-87,L,12.5,U,208.5,CLE,2021,12,<=25,Home
"Jan 15, 2021",vs New York,REG,W,106-103,W,2.0,O,195.5,CLE,2021,13,<=25,Home
"Jan 20, 2021",vs Brooklyn,REG,W,147-135,W,10.5,O,226.5,CLE,2021,14,<=25,Home
"Jan 22, 2021",vs Brooklyn,REG,W,125-113,W,6.5,O,224.0,CLE,2021,15,<=25,Home
"Jan 25, 2021",vs LA Lakers,REG,L,115-108,W,12.0,O,214.5,CLE,2021,17,<=25,Home
"Jan 27, 2021",vs Detroit,REG,W,122-107,W,-2.0,O,215.5,CLE,2021,18,<=25,Home
"Feb 1, 2021",vs Minnesota,REG,W,100-98,L,-3.5,U,221.5,CLE,2021,21,<=25,Home
"Feb 3, 2021",vs LA Clippers,REG,L,121-99,L,9.0,P,220.0,CLE,2021,22,<=25,Home
"Feb 5, 2021",vs Milwaukee,REG,L,123-105,L,10.5,U,228.5,CLE,2021,23,<=25,Home
"Feb 6, 2021",vs Milwaukee,REG,L,124-99,L,10.0,U,227.0,CLE,2021,24,<=25,Home
"Feb 19, 2021",vs Denver,REG,L,120-103,L,9.0,U,226.0,CLE,2021,30,<=40,Home
"Feb 21, 2021",vs Oklahoma City,REG,L,117-101,L,3.0,U,220.0,CLE,2021,31,<=40,Home
"Feb 23, 2021",vs Atlanta,REG,W,112-111,W,8.0,U,228.0,CLE,2021,32,<=40,Home
"Feb 24, 2021",vs Houston,REG,W,112-96,W,5.0,U,221.5,CLE,2021,33,<=40,Home
"Mar 3, 2021",vs Indiana,REG,L,114-111,W,6.5,O,219.0,CLE,2021,36,<=40,Home
"Mar 17, 2021",vs Boston,REG,W,117-110,W,7.5,O,212.5,CLE,2021,40,<=40,Home
"Mar 19, 2021",vs San Antonio,REG,L,116-110,L,5.0,O,213.5,CLE,2021,41,>40,Home
"Mar 21, 2021",vs Toronto,REG,W,116-105,W,7.5,O,216.5,CLE,2021,42,>40,Home
"Mar 22, 2021",vs Sacramento,REG,L,119-105,L,4.5,P,224.0,CLE,2021,43,>40,Home
"Apr 1, 2021",vs Philadelphia,REG,L,114-94,L,9.5,U,214.5,CLE,2021,48,>40,Home
"Apr 10, 2021",vs Toronto,REG,L,135-115,L,-3.0,O,218.5,CLE,2021,52,>40,Home
"Apr 11, 2021",vs New Orleans,REG,L,116-109,W,9.0,O,223.5,CLE,2021,53,>40,Home
"Apr 15, 2021",vs Golden State,REG,L,119-101,L,5.5,U,226.5,CLE,2021,55,>40,Home
"Apr 21, 2021",vs Chicago,REG,W,121-105,W,2.0,O,210.0,CLE,2021,58,>40,Home
"Apr 28, 2021",vs Orlando,REG,L,109-104,L,-3.5,O,210.5,CLE,2021,62,>40,Home
"Apr 30, 2021",vs Washington,REG,L,122-93,L,6.5,U,231.5,CLE,2021,63,>40,Home
"May 1, 2021",vs Miami,REG,L,124-107,L,11.5,O,209.0,CLE,2021,64,>40,Home
"May 4, 2021",vs Phoenix,REG,L,134-118,L,12.5,O,220.0,CLE,2021,65,>40,Home
"May 5, 2021",vs Portland,REG,L,141-105,L,12.0,O,226.5,CLE,2021,66,>40,Home
"May 9, 2021",vs Dallas,REG,L,124-97,L,10.5,O,218.0,CLE,2021,68,>40,Home
"May 10, 2021",vs Indiana,REG,L,111-102,W,9.5,U,228.5,CLE,2021,69,>40,Home
"May 12, 2021",vs Boston,REG,W,102-94,W,6.0,U,222.0,CLE,2021,70,>40,Home
"Dec 30, 2020",vs Charlotte,REG,L,118-99,L,-8.0,U,224.5,DAL,2021,4,<=10,Home
"Jan 1, 2021",vs Miami,REG,W,93-83,W,1.5,U,224.5,DAL,2021,5,<=10,Home
"Jan 9, 2021",vs Orlando,REG,W,112-98,W,-6.5,U,218.0,DAL,2021,9,<=10,Home
"Jan 17, 2021",vs Chicago,REG,L,117-101,L,-6.5,U,226.0,DAL,2021,12,<=25,Home
"Jan 23, 2021",vs Houston,REG,L,133-108,L,-7.0,O,222.0,DAL,2021,16,<=25,Home
"Jan 25, 2021",vs Denver,REG,L,117-113,L,2.0,O,223.0,DAL,2021,17,<=25,Home
"Jan 30, 2021",vs Phoenix,REG,L,111-105,L,-1.0,O,215.0,DAL,2021,20,<=25,Home
"Feb 1, 2021",vs Phoenix,REG,L,109-108,L,-2.0,U,219.5,DAL,2021,21,<=25,Home
"Feb 4, 2021",vs Golden State,REG,L,147-116,L,-4.0,O,229.5,DAL,2021,23,<=25,Home
"Feb 6, 2021",vs Golden State,REG,W,134-132,L,-4.5,O,232.5,DAL,2021,24,<=25,Home
"Feb 8, 2021",vs Minnesota,REG,W,127-122,L,-9.5,O,228.0,DAL,2021,25,<=25,Home
"Feb 10, 2021",vs Atlanta,REG,W,118-117,L,-3.5,O,231.0,DAL,2021,26,<=40,Home
"Feb 12, 2021",vs New Orleans,REG,W,143-130,W,-3.0,O,233.5,DAL,2021,27,<=40,Home
"Feb 14, 2021",vs Portland,REG,L,121-118,L,-5.5,O,235.5,DAL,2021,28,<=40,Home
"Feb 22, 2021",vs Memphis,REG,W,102-92,W,-4.0,U,232.0,DAL,2021,29,<=40,Home
"Feb 23, 2021",vs Boston,REG,W,110-107,W,2.5,U,223.5,DAL,2021,30,<=40,Home
"Mar 3, 2021",vs Oklahoma City,REG,W,87-78,W,-5.0,U,220.0,DAL,2021,34,<=40,Home
"Mar 10, 2021",vs San Antonio,REG,W,115-104,W,-4.5,U,226.5,DAL,2021,35,<=40,Home
"Mar 15, 2021",vs LA Clippers,REG,L,109-99,L,1.5,U,229.0,DAL,2021,38,<=40,Home
"Mar 17, 2021",vs LA Clippers,REG,W,105-89,W,2.5,U,225.5,DAL,2021,39,<=40,Home
"Mar 26, 2021",vs Indiana,REG,L,109-94,L,1.5,U,225.0,DAL,2021,43,>40,Home
"Apr 5, 2021",vs Utah,REG,W,111-103,W,5.5,U,222.0,DAL,2021,49,>40,Home
"Apr 8, 2021",vs Milwaukee,REG,W,116-101,W,-2.5,U,227.5,DAL,2021,51,>40,Home
"Apr 11, 2021",vs San Antonio,REG,L,119-117,L,-6.0,O,220.0,DAL,2021,52,>40,Home
"Apr 12, 2021",vs Philadelphia,REG,L,113-95,L,3.5,U,217.5,DAL,2021,53,>40,Home
"Apr 16, 2021",vs New York,REG,L,117-109,L,-6.5,O,212.0,DAL,2021,55,>40,Home
"Apr 18, 2021",vs Sacramento,REG,L,121-107,L,-8.5,U,232.0,DAL,2021,56,>40,Home
"Apr 21, 2021",vs Detroit,REG,W,127-117,L,-10.5,O,218.0,DAL,2021,57,>40,Home
"Apr 22, 2021",vs LA Lakers,REG,W,115-110,W,-3.5,O,216.0,DAL,2021,58,>40,Home
"Apr 24, 2021",vs LA Lakers,REG,W,108-93,W,-2.0,U,217.5,DAL,2021,59,>40,Home
"May 1, 2021",vs Washington,REG,W,125-124,L,-4.5,O,232.5,DAL,2021,63,>40,Home
"May 2, 2021",vs Sacramento,REG,L,111-99,L,-6.5,U,226.5,DAL,2021,64,>40,Home
"May 6, 2021",vs Brooklyn,REG,W,113-109,W,3.0,U,235.5,DAL,2021,66,>40,Home
"May 7, 2021",vs Cleveland,REG,W,110-90,W,-10.5,U,216.5,DAL,2021,67,>40,Home
"May 12, 2021",vs New Orleans,REG,W,125-107,W,-9.5,O,225.5,DAL,2021,70,>40,Home
"May 14, 2021",vs Toronto,REG,W,114-110,L,-14.5,O,219.5,DAL,2021,71,>40,Home
"May 28, 2021",vs LA Clippers,PST,L,118-108,L,3.0,O,219.0,DAL,2021,75,>40,Home
"May 30, 2021",vs LA Clippers,PST,L,106-81,L,3.5,U,219.5,DAL,2021,76,>40,Home
"Jun 4, 2021",vs LA Clippers,PST,L,104-97,L,3.0,U,216.0,DAL,2021,78,>40,Home
"Dec 23, 2020",vs Sacramento,REG,L,124-122,L,-7.5,O,226.5,DEN,2021,1,<=10,Home
"Dec 25, 2020",vs LA Clippers,REG,L,121-108,L,3.5,O,226.5,DEN,2021,2,<=10,Home
"Dec 28, 2020",vs Houston,REG,W,124-111,W,-6.5,O,222.0,DEN,2021,3,<=10,Home
"Jan 1, 2021",vs Phoenix,REG,L,106-103,L,-3.5,U,220.5,DEN,2021,5,<=10,Home
"Jan 5, 2021",vs Minnesota,REG,W,123-116,L,-10.5,O,226.5,DEN,2021,7,<=10,Home
"Jan 7, 2021",vs Dallas,REG,L,124-117,L,-2.5,O,222.5,DEN,2021,8,<=10,Home
"Jan 14, 2021",vs Golden State,REG,W,114-104,W,-4.5,U,225.5,DEN,2021,12,<=25,Home
"Jan 17, 2021",vs Utah,REG,L,109-105,L,1.5,U,219.5,DEN,2021,13,<=25,Home
"Jan 19, 2021",vs Oklahoma City,REG,W,119-101,W,-10.0,P,220.0,DEN,2021,14,<=25,Home
"Jan 31, 2021",vs Utah,REG,W,128-117,W,3.0,O,221.0,DEN,2021,20,<=25,Home
"Feb 8, 2021",vs Milwaukee,REG,L,125-112,L,2.0,O,233.5,DEN,2021,23,<=25,Home
"Feb 10, 2021",vs Cleveland,REG,W,133-95,W,-9.5,O,218.0,DEN,2021,24,<=25,Home
"Feb 12, 2021",vs Oklahoma City,REG,W,97-95,L,-11.5,U,221.5,DEN,2021,25,<=25,Home
"Feb 14, 2021",vs LA Lakers,REG,W,122-105,W,3.0,O,219.0,DEN,2021,26,<=40,Home
"Feb 23, 2021",vs Portland,REG,W,111-106,L,-6.0,U,232.0,DEN,2021,31,<=40,Home
"Feb 25, 2021",vs Washington,REG,L,112-110,L,-8.0,U,237.5,DEN,2021,32,<=40,Home
"Mar 13, 2021",vs Dallas,REG,L,116-103,L,-1.0,U,225.5,DEN,2021,38,<=40,Home
"Mar 15, 2021",vs Indiana,REG,W,121-106,W,-4.5,O,223.5,DEN,2021,39,<=40,Home
"Mar 17, 2021",vs Charlotte,REG,W,129-104,W,-6.5,O,228.5,DEN,2021,40,<=40,Home
"Mar 19, 2021",vs Chicago,REG,W,131-127,L,-7.0,O,225.0,DEN,2021,41,>40,Home
"Mar 21, 2021",vs New Orleans,REG,L,113-108,L,-6.5,U,230.0,DEN,2021,42,>40,Home
"Mar 28, 2021",vs Atlanta,REG,W,126-102,W,-5.0,O,221.0,DEN,2021,46,>40,Home
"Mar 30, 2021",vs Philadelphia,REG,W,104-95,W,-5.0,U,219.5,DEN,2021,47,>40,Home
"Apr 4, 2021",vs Orlando,REG,W,119-109,L,-17.0,O,212.5,DEN,2021,49,>40,Home
"Apr 6, 2021",vs Detroit,REG,W,134-119,W,-11.5,O,213.5,DEN,2021,50,>40,Home
"Apr 7, 2021",vs San Antonio,REG,W,106-96,W,-5.0,U,219.0,DEN,2021,51,>40,Home
"Apr 9, 2021",vs San Antonio,REG,W,121-119,L,-6.5,O,220.0,DEN,2021,52,>40,Home
"Apr 11, 2021",vs Boston,REG,L,105-87,L,-3.5,U,220.5,DEN,2021,53,>40,Home
"Apr 14, 2021",vs Miami,REG,W,123-106,W,-5.5,O,210.0,DEN,2021,55,>40,Home
"Apr 19, 2021",vs Memphis,REG,W,139-137,L,-7.5,O,226.0,DEN,2021,57,>40,Home
"Apr 24, 2021",vs Houston,REG,W,129-116,L,-14.0,O,219.0,DEN,2021,60,>40,Home
"Apr 26, 2021",vs Memphis,REG,W,120-96,W,-4.0,U,230.0,DEN,2021,61,>40,Home
"Apr 28, 2021",vs New Orleans,REG,W,114-112,L,-4.0,U,230.0,DEN,2021,62,>40,Home
"Apr 29, 2021",vs Toronto,REG,W,121-111,W,-4.5,O,219.0,DEN,2021,63,>40,Home
"May 5, 2021",vs New York,REG,W,113-97,W,-3.5,U,214.5,DEN,2021,66,>40,Home
"May 8, 2021",vs Brooklyn,REG,L,125-119,L,3.5,O,231.5,DEN,2021,68,>40,Home
"May 22, 2021",vs Portland,PST,L,123-109,L,-1.0,O,226.0,DEN,2021,73,>40,Home
"May 24, 2021",vs Portland,PST,W,128-109,W,-2.0,O,224.5,DEN,2021,74,>40,Home
"Jun 1, 2021",vs Portland,PST,W,147-140,W,-2.0,O,226.5,DEN,2021,77,>40,Home
"Jun 11, 2021",vs Phoenix,PST,L,116-102,L,-2.0,U,223.5,DEN,2021,81,>40,Home
"Jun 13, 2021",vs Phoenix,PST,L,125-118,L,3.0,O,223.0,DEN,2021,82,>40,Home
"Dec 26, 2020",vs Cleveland,REG,L,128-119,L,-1.0,O,214.0,DET,2021,2,<=10,Home
"Dec 29, 2020",vs Golden State,REG,L,116-106,L,4.5,U,227.0,DET,2021,4,<=10,Home
"Jan 1, 2021",vs Boston,REG,W,96-93,W,8.5,U,213.5,DET,2021,5,<=10,Home
"Jan 3, 2021",vs Boston,REG,L,122-120,W,8.0,O,212.0,DET,2021,6,<=10,Home
"Jan 8, 2021",vs Phoenix,REG,W,110-105,W,8.0,U,216.0,DET,2021,9,<=10,Home
"Jan 10, 2021",vs Utah,REG,L,96-86,L,8.5,U,217.0,DET,2021,10,<=10,Home
"Jan 13, 2021",vs Milwaukee,REG,L,110-101,W,10.5,U,225.5,DET,2021,11,<=25,Home
"Jan 22, 2021",vs Houston,REG,L,103-102,L,-3.0,U,215.0,DET,2021,15,<=25,Home
"Jan 23, 2021",vs Philadelphia,REG,L,114-110,W,8.5,O,215.5,DET,2021,16,<=25,Home
"Jan 25, 2021",vs Philadelphia,REG,W,119-104,W,4.5,O,216.0,DET,2021,17,<=25,Home
"Jan 28, 2021",vs LA Lakers,REG,W,107-92,W,7.0,U,214.5,DET,2021,19,<=25,Home
"Feb 9, 2021",vs Brooklyn,REG,W,122-111,W,5.5,O,228.5,DET,2021,24,<=25,Home
"Feb 11, 2021",vs Indiana,REG,L,111-95,L,4.0,U,214.5,DET,2021,25,<=25,Home
"Feb 14, 2021",vs New Orleans,REG,W,123-112,W,5.5,O,222.0,DET,2021,27,<=40,Home
"Feb 26, 2021",vs Sacramento,REG,L,110-107,L,1.5,U,228.0,DET,2021,33,<=40,Home
"Feb 28, 2021",vs New York,REG,L,109-90,L,1.5,U,209.5,DET,2021,34,<=40,Home
"Mar 15, 2021",vs San Antonio,REG,L,109-99,L,1.5,U,211.0,DET,2021,39,<=40,Home
"Mar 17, 2021",vs Toronto,REG,W,116-112,W,6.5,O,218.0,DET,2021,40,<=40,Home
"Mar 21, 2021",vs Chicago,REG,L,100-86,L,3.5,U,217.5,DET,2021,42,>40,Home
"Mar 26, 2021",vs Brooklyn,REG,L,113-111,W,6.5,O,217.5,DET,2021,44,>40,Home
"Mar 29, 2021",vs Toronto,REG,W,118-104,W,5.5,O,215.0,DET,2021,46,>40,Home
"Mar 31, 2021",vs Portland,REG,L,124-101,L,7.5,O,221.5,DET,2021,47,>40,Home
"Apr 1, 2021",vs Washington,REG,W,120-91,W,1.0,U,219.5,DET,2021,48,>40,Home
"Apr 3, 2021",vs New York,REG,L,125-81,L,2.5,O,202.5,DET,2021,49,>40,Home
"Apr 14, 2021",vs LA Clippers,REG,L,100-98,P,2.0,U,216.5,DET,2021,55,>40,Home
"Apr 16, 2021",vs Oklahoma City,REG,W,110-104,W,-2.5,U,217.0,DET,2021,56,>40,Home
"Apr 19, 2021",vs Cleveland,REG,W,109-105,W,3.5,O,213.5,DET,2021,58,>40,Home
"Apr 26, 2021",vs Atlanta,REG,W,100-86,W,4.0,U,215.5,DET,2021,62,>40,Home
"Apr 29, 2021",vs Dallas,REG,L,115-105,L,7.5,O,213.5,DET,2021,63,>40,Home
"May 3, 2021",vs Orlando,REG,L,119-112,L,-2.0,O,210.5,DET,2021,65,>40,Home
"May 4, 2021",vs Charlotte,REG,L,102-99,W,4.0,U,218.0,DET,2021,66,>40,Home
"May 6, 2021",vs Memphis,REG,W,111-97,W,9.0,U,222.5,DET,2021,67,>40,Home
"May 9, 2021",vs Chicago,REG,L,108-96,L,9.5,U,216.5,DET,2021,69,>40,Home
"May 11, 2021",vs Minnesota,REG,L,119-100,L,7.5,U,228.0,DET,2021,70,>40,Home
"May 14, 2021",vs Denver,REG,L,104-91,L,8.5,U,217.0,DET,2021,71,>40,Home
"May 16, 2021",vs Miami,REG,L,120-107,L,3.0,O,212.0,DET,2021,72,>40,Home
"Jan 1, 2021",vs Portland,REG,L,123-98,L,3.5,U,237.5,GSW,2021,5,<=10,Home
"Jan 3, 2021",vs Portland,REG,W,137-122,W,4.5,O,235.0,GSW,2021,6,<=10,Home
